Unit,TCode,Rent,Base,Criteria,Grace_Period,Legal_Rent,Deposit,From,To,Move_In,Move_Out,Months_Occupied,Last_Renewal,Tenant_Status,Roommates-Y,ACH-Y
JAS-TEMP,t0012129,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012133,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012136,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012137,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012138,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012139,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012140,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012141,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012142,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012143,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012144,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012145,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012204,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012195,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012196,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012179,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012182,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012183,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012185,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012206,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012207,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012208,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012219,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012160,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012164,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012166,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012168,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012103,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012107,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012108,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012148,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012150,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012155,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012156,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012060,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0011889,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012230,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012214,0.00,5.00,% Monthly Rent,5.00,,0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
JAS-TEMP,t0012217,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012231,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012232,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012236,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012239,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012240,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012110,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012105,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012171,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012172,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012174,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012176,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/18, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012161,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012162,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012221,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012224,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012225,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012226,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012228,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012210,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/18, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012211,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012205,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012146,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/18, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012101,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012091,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/18, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012085,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/18, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012078,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012065,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012069,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012072,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
JAS-TEMP,t0012353,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/29/18, 01/31/20, 01/29/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012327,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/30/18, 01/31/20, 01/30/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012402,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/30/18, 01/31/20, 01/30/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012326,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012329,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012330,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012331,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012333,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/22, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012334,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012295,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012318,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012341,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012342,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012344,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012354,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012355,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012322,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 02/05/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012363,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012370,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012372,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012245,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012246,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012247,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012251,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/22, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012253,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012257,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012258,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012260,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012261,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012262,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012263,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012264,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012267,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012273,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012303,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012304,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012305,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012306,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012278,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012283,0.00,5.00,% Monthly Rent,5.00,,0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012284,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/19, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012287,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012288,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012291,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012293,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012294,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012315,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012275,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012269,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012271,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012254,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012323,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012356,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/19, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012362,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012345,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012346,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012320,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012297,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012337,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/19, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012339,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/01/18, 01/31/20, 02/01/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012459,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/16/18, 02/29/20, 02/16/18,,-1438,,Applicant,N,N
JAS-TEMP,t0012473,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012474,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012447,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012448,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012450,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012463,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012413,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012418,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012420,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012421,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012422,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012428,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012429,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012433,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012434,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012435,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012436,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012437,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012482,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012485,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012797,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012803,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012813,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012817,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012819,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012822,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012367,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012385,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012391,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012393,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012397,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012398,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012399,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012400,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012401,0.00,5.00,% Monthly Rent,5.00,,0.00 , 02/28/18, 02/29/20, 02/28/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012386,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/28/19, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012814,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012816,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012806,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012798,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012801,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012836,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012439,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012440,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012442,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012444,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012423,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012425,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012404,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012406,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
JAS-TEMP,t0012408,0.00,5.00,% Monthly Rent,5.00,,0.00 , 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
