Unit,TCode,Rent,Base,Criteria,Grace_Period,Legal_Rent,Deposit,From,To,Move_In,Move_Out,Months_Occupied,Last_Renewal,Tenant_Status,Roommates-Y,ACH-Y
21-1L,t0012092,"1,573.95",5.00,% Monthly Rent,5.00,"5,441.33",0.00 , 12/09/17, 12/31/18, 12/09/17, 12/19/18,13,,Past,N,N
21-1L,t0012123,0.00,5.00,% Monthly Rent,5.00,"5,441.33",, 12/31/17, 12/31/18, 12/31/17,,-1437,,Applicant,N,N
21-1L,t0012066,"3,129.18",5.00,% Monthly Rent,5.00,"5,441.33",, 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
21-1L,t0014721,"1,732.50",50.00,Flat Amount,5.00,"5,441.33","3,300.00 ", 02/28/19, 02/29/20, 02/28/19, 12/3/19,9,,Past,N,N
21-1L,t0016436,0.00,5.00,Flat Amount,5.00,"5,441.33",0.00 , 01/31/20, 01/31/22, 01/31/20,,-1462,,Applicant,N,N
21-1L,t0016456,"1,750.00",50.00,Flat Amount,5.00,"5,441.33","3,500.00 ", 02/01/20, 01/31/22, 02/01/20,,-1462,,Current,N,Y
21-1M,t0008148,"3,213.52",5.00,% Monthly Rent,5.00,"5,588.95",, 03/01/16, 02/28/18, 03/01/16,,-1414,,Applicant,N,N
21-1M,t0008422,"1,468.95",5.00,% Monthly Rent,5.00,"5,588.95",0.00 , 03/24/16, 03/31/20, 03/24/16, 8/21/17,17,,Past,Y,N
21-1M,t0008244,"3,213.52",5.00,% Monthly Rent,5.00,"5,588.95",, 04/01/16, 03/31/18, 04/01/16,,-1415,,Applicant,N,N
21-1M,t0011932,"1,573.63",50.00,Flat Amount,5.00,"5,588.95","3,000.00 ", 12/01/17, 11/30/21, 12/01/17,,-1436,,Current,Y,Y
21-1M,t0012074,"3,213.52",5.00,% Monthly Rent,5.00,"5,588.95",, 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
21-1N,t0012799,"1,317.37",50.00,Flat Amount,5.00,"4,916.36","3,837.00 ", 03/01/18, 02/28/22, 03/01/18,,-1439,,Current,N,Y
21-2A,t0007394,"3,379.20",5.00,% Monthly Rent,5.00,"5,817.54",, 11/01/15, 10/31/16, 11/01/15,,-1410,,Applicant,N,N
21-2A,t0007471,"3,379.20",5.00,% Monthly Rent,5.00,"5,817.54",, 11/30/15, 11/30/17, 11/30/15,,-1411,,Applicant,N,N
21-2A,t0007727,"1,385.00",50.00,Flat Amount,5.00,"5,817.54","2,699.90 ", 01/01/20, 12/31/21, 12/19/15,,-1412, 11/18/19,Current,N,Y
21-2B,t0007945,"3,434.97",5.00,% Monthly Rent,5.00,"6,265.56",, 01/31/16, 01/31/18, 01/31/16,,-1413,,Applicant,N,N
21-2B,t0008557,"1,650.00",5.00,% Monthly Rent,5.00,"6,265.56",0.00 , 04/25/16, 04/30/17, 04/25/16, 4/26/17,12,,Past,Y,N
21-2B,t0011408,"1,585.57",50.00,Flat Amount,5.00,"6,265.56",0.00 , 08/28/17, 08/31/21, 08/28/17, 10/31/19,26,,Past,N,N
21-2B,t0016369,"1,699.00",50.00,Flat Amount,5.00,"6,265.56","4,947.00 ", 01/24/20, 01/31/22, 01/24/20,,-1462,,Current,N,Y
21-2F,t0010787,"6,865.03",5.00,% Monthly Rent,5.00,"9,925.00",, 05/01/17, 04/30/19, 05/01/17,,-1429,,Applicant,N,N
21-2F,t0011029,0.00,5.00,% Monthly Rent,5.00,"9,925.00",0.00 , 06/13/17, 06/30/18, 06/13/17, 9/15/17,3,,Past,Y,N
21-2F,t0011860,"2,299.00",5.00,% Monthly Rent,5.00,"9,925.00","5,599.00 ", 12/01/17, 11/30/21, 12/01/17, 9/6/18,9,,Past,Y,N
21-2F,t0014194,"6,865.03",5.00,% Monthly Rent,5.00,"9,925.00",0.00 , 10/01/18, 09/30/20, 10/01/18,,-1446,,Applicant,N,N
21-2F,t0014197,"6,865.03",5.00,% Monthly Rent,5.00,"9,925.00",0.00 , 10/01/18, 09/30/20, 10/01/18,,-1446,,Applicant,N,N
21-2F,t0014234,"6,865.03",5.00,% Monthly Rent,5.00,"9,925.00",0.00 , 10/01/18, 09/30/20, 10/01/18,,-1446,,Applicant,N,N
21-2F,t0014280,"6,865.03",5.00,% Monthly Rent,5.00,"9,925.00",0.00 , 11/01/18, 10/31/20, 11/01/18,,-1447,,Applicant,N,N
21-2F,t0014387,"6,865.03",5.00,% Monthly Rent,5.00,"9,925.00",0.00 , 11/01/18, 10/31/20, 11/01/18,,-1447,,Applicant,N,N
21-2F,t0014444,"2,367.97",50.00,Flat Amount,5.00,"9,925.00","4,598.00 ", 11/07/18, 11/30/22, 11/07/18,,-1447,,Current,Y,Y
21-2H,t0009339,"2,003.28",5.00,% Owed-month,5.00,"3,303.42",, 07/31/16, 07/31/18, 08/31/16,,-1420,,Canceled,N,N
21-2H,t0008887,0.00,5.00,% Monthly Rent,5.00,"3,303.42",(375.00), 08/31/16, 08/31/18, 08/31/16,,-1420,,Applicant,N,N
21-2H,t0009635,"1,715.30",50.00,Flat Amount,5.00,"3,303.42","3,303.42 ", 09/01/16, 08/31/20, 09/01/16,,-1420,,Current,Y,Y
21-2J,t0006613,"1,659.00",50.00,Flat Amount,5.00,"3,981.92","4,294.22 ", 07/01/19, 06/30/21, 06/26/15,,-1406, 06/11/19,Current,Y,Y
21-2K,t0015194,0.00,5.00,% Monthly Rent,5.00,"7,656.72",0.00 , 05/31/19, 05/31/21, 05/31/19,,-1454,,Applicant,N,N
21-2K,t0015287,"5,378.10",5.00,% Monthly Rent,5.00,"7,656.72",0.00 , 06/01/19, 05/31/23, 06/01/19,,-1454,,Applicant,N,N
21-2K,t0015628,"2,250.00",50.00,Flat Amount,5.00,"7,656.72","4,500.00 ", 06/29/19, 06/30/23, 06/29/19,,-1455,,Current,Y,Y
21-2K,t0015298,0.00,5.00,% Monthly Rent,5.00,"7,656.72",0.00 , 06/30/19, 06/30/21, 06/30/19,,-1455,,Applicant,N,N
21-2L,t0008681,"1,654.25",50.00,Flat Amount,5.00,"4,451.36","3,995.00 ", 04/30/16, 04/30/20, 04/30/16,,-1416,,Current,N,Y
21-2N,t0012481,"1,317.37",50.00,Flat Amount,5.00,"4,194.36","4,194.36 ", 02/26/18, 02/28/22, 02/26/18,,-1439,,Current,N,Y
21-2N,t0012465,"3,495.30",5.00,% Monthly Rent,5.00,"4,194.36",, 03/01/18, 02/29/20, 03/01/18,,-1439,,Applicant,N,N
21-2P,t0009254,"1,361.61",5.00,% Owed-month,5.00,"6,727.12","3,777.00 ", 07/15/16, 07/31/20, 07/15/16, 3/30/19,33,,Past,N,N
21-2P,t0015211,"1,450.00",50.00,Flat Amount,5.00,"6,727.12","2,900.00 ", 05/31/19, 05/31/21, 05/31/19,,-1454,,Current,N,Y
21-3B,t0009151,"1,636.95",5.00,% Monthly Rent,5.00,"5,311.48",0.00 , 06/29/16, 06/30/20, 06/29/16, 10/9/17,16,,Past,Y,N
21-3B,t0012054,"1,633.62",50.00,Flat Amount,5.00,"5,311.48","4,737.00 ", 12/01/17, 11/30/21, 12/01/17,,-1436,,Current,N,Y
21-3C,t0013017,"1,543.97",50.00,Flat Amount,5.00,"4,801.44","3,000.00 ", 04/14/18, 04/30/22, 04/14/18,,-1440,,Current,Y,Y
21-3C,t0013026,"3,637.45",5.00,% Monthly Rent,5.00,"4,801.44",0.00 , 05/01/18, 04/30/20, 05/01/18,,-1441,,Applicant,N,N
21-3D,t0005751,"1,468.05",5.00,% Monthly Rent,5.00,"5,335.97","1,468.95 ", 01/23/15, 01/31/19, 01/23/15, 2/22/16,13,,Past,Y,N
21-3D,t0008699,"1,625.00",50.00,Flat Amount,5.00,"5,335.97","5,229.75 ", 05/01/19, 04/30/21, 04/29/16,,-1416, 05/03/19,Current,N,Y
21-3E,t0004518,"1,729.20",5.00,% Monthly Rent,5.00,"4,484.00","1,468.95 ", 03/05/15, 03/31/19, 03/05/15, 11/28/18,45,,Past,N,N
21-3E,t0014577,"3,706.67",5.00,% Monthly Rent,5.00,"4,484.00",0.00 , 01/01/19, 12/31/20, 01/01/19,,-1449,,Applicant,N,N
21-3E,t0014608,"3,706.67",5.00,% Monthly Rent,5.00,"4,484.00",0.00 , 01/01/19, 12/31/20, 01/01/19,,-1449,,Applicant,N,N
21-3E,t0014972,"1,799.00",50.00,Flat Amount,5.00,"4,484.00","3,598.00 ", 03/29/19, 03/31/23, 03/29/19,,-1452,,Current,Y,Y
21-3F,t0006040,"3,618.26",5.00,% Monthly Rent,5.00,"4,428.75",, 03/01/15, 02/28/17, 03/01/15,,-1402,,Applicant,N,N
21-3F,t0006063,"3,618.26",5.00,% Monthly Rent,5.00,"4,428.75",, 04/01/15, 03/31/16, 04/01/15,,-1403,,Applicant,N,N
21-3F,t0006125,"3,618.26",5.00,% Monthly Rent,5.00,"4,428.75",, 04/01/15, 03/31/17, 04/01/15,,-1403,,Applicant,N,N
21-3F,t0006283,"2,435.00",50.00,Flat Amount,5.00,"4,428.75","4,341.91 ", 04/01/19, 03/31/21, 04/01/15,,-1403, 03/13/19,Current,Y,Y
21-3H,t0012080,"1,705.00",50.00,Flat Amount,5.00,"3,004.31",0.00 , 12/28/17, 12/31/19, 12/28/17, 12/27/19,24,,Past,Y,N
21-3K,t0007441,"2,155.00",50.00,Flat Amount,5.00,"2,887.88","2,859.29 ", 11/01/17, 10/31/19, 10/29/15, 11/30/19,50, 10/04/17,Past,Y,N
21-3K,t0016306,"2,343.75",50.00,Flat Amount,5.00,"2,887.88","3,534.77 ", 12/20/19, 12/31/21, 12/20/19,,-1461,,Current,Y,Y
21-3L,t0008906,"1,687.30",50.00,Flat Amount,5.00,"6,877.09","3,000.00 ", 06/28/16, 06/30/20, 06/28/16,,-1418,,Current,Y,Y
21-3L,t0008914,"3,562.00",5.00,% Monthly Rent,5.00,"6,877.09",, 07/01/16, 06/30/17, 07/01/16,,-1418,,Applicant,N,N
21-3M,t0009510,"1,591.35",5.00,% Monthly Rent,5.00,"5,274.20","3,000.00 ", 08/06/16, 08/31/20, 08/06/16, 1/8/19,30,,Past,Y,N
21-3M,t0014861,"1,725.00",50.00,Flat Amount,5.00,"5,274.20","5,175.00 ", 03/01/19, 02/28/23, 03/01/19,,-1451,,Current,Y,Y
21-3N,t0010609,"2,783.38",5.00,% Monthly Rent,5.00,"3,340.06",, 04/01/17, 03/31/19, 04/01/17,,-1428,,Applicant,N,N
21-3N,t0010657,"1,368.22",50.00,Flat Amount,5.00,"3,340.06","3,340.06 ", 04/01/17, 03/31/21, 04/01/17,,-1428,,Current,Y,Y
21-3P,t0007249,"1,450.00",5.00,% Monthly Rent,5.00,"6,235.93","1,300.95 ", 09/26/15, 09/30/16, 09/26/15, 10/7/16,13,,Past,N,N
21-3P,t0007208,"4,295.57",5.00,% Monthly Rent,5.00,"6,235.93",, 10/01/15, 09/30/17, 10/01/15,,-1409,,Applicant,N,N
21-3P,t0010310,"5,133.21",5.00,% Monthly Rent,5.00,"6,235.93",, 02/01/17, 01/31/19, 02/01/17,,-1426,,Applicant,N,N
21-3P,t0010717,"5,133.21",5.00,% Monthly Rent,5.00,"6,235.93",, 05/01/17, 04/30/19, 05/01/17,,-1429,,Applicant,N,N
21-3P,t0011195,"1,475.00",50.00,Flat Amount,5.00,"6,235.93","3,000.00 ", 08/01/19, 07/31/20, 07/29/17,,-1432, 04/30/19,Current,Y,Y
21-SCQ,t0008256,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/16,, 01/01/16,,-1412,,Current,N,N
21-SCQ,t0014701,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/19,, 01/01/19,,-1449,,Current,N,N
22-1B,t0006923,"1,575.00",50.00,Flat Amount,5.00,"4,570.46","4,195.70 ", 09/01/19, 08/31/21, 08/14/15,,-1408, 08/29/19,Current,Y,Y
22-1C,t0008808,"1,680.00",50.00,Flat Amount,5.00,"2,403.08","2,184.62 ", 06/01/18, 05/31/20, 06/01/16,,-1417, 05/17/18,Current,Y,Y
22-1D,t0007621,"4,557.73",5.00,% Monthly Rent,5.00,"6,535.79",, 12/01/15, 11/30/17, 12/01/15,,-1411,,Applicant,N,N
22-1D,t0007749,"1,650.00",5.00,% Monthly Rent,5.00,"6,535.79","5,446.49 ", 12/19/15, 12/31/16, 12/19/15, 1/5/17,13,,Past,N,N
22-1D,t0007685,"4,557.73",5.00,% Monthly Rent,5.00,"6,535.79",, 01/01/16, 12/31/17, 01/01/16,,-1412,,Applicant,N,N
22-1D,t0007746,"4,557.73",5.00,% Monthly Rent,5.00,"6,535.79",, 01/01/16, 12/31/17, 01/01/16,,-1412,,Applicant,N,N
22-1D,t0010426,"5,446.49",5.00,% Monthly Rent,5.00,"6,535.79",, 03/01/17, 02/28/19, 03/01/17,,-1427,,Applicant,N,N
22-1D,t0010403,"1,605.77",50.00,Flat Amount,5.00,"6,535.79","5,599.00 ", 03/30/17, 03/31/21, 03/30/17,,-1427,,Current,Y,N
22-1E,t0009259,"1,588.72",5.00,% Monthly Rent,5.00,"6,648.51",0.00 , 07/29/16, 07/31/20, 07/29/16, 8/31/18,25,,Past,Y,N
22-1E,t0014106,"1,599.00",50.00,Flat Amount,5.00,"6,648.51","3,000.00 ", 10/01/19, 09/30/21, 09/17/18,,-1445, 09/23/19,Current,Y,Y
22-1H,t0008262,"1,596.00",50.00,Flat Amount,5.00,"4,531.90","2,774.57 ", 03/28/16, 03/31/20, 03/28/16,,-1415,,Current,N,Y
22-1J,t0006203,"3,201.81",5.00,% Monthly Rent,5.00,"5,809.37",, 04/01/15, 03/31/17, 04/01/15,,-1403,,Applicant,N,N
22-1J,t0006277,"1,510.95",5.00,% Monthly Rent,5.00,"5,809.37","1,510.95 ", 04/01/15, 03/31/19, 04/01/15, 12/20/16,21,,Past,Y,N
22-1J,t0010585,"1,606.25",50.00,Flat Amount,5.00,"5,809.37","5,599.00 ", 03/18/17, 03/31/21, 03/18/17,,-1427,,Current,Y,Y
22-1K,t0009320,"3,385.71",5.00,% Monthly Rent,5.00,"6,517.42",, 08/01/16, 07/31/17, 08/01/16,,-1419,,Applicant,N,N
22-1K,t0009356,"3,385.71",5.00,% Monthly Rent,5.00,"6,517.42",, 08/01/16, 07/31/18, 08/01/16,,-1419,,Applicant,N,N
22-1K,t0009552,"3,385.71",5.00,% Monthly Rent,5.00,"6,517.42",, 09/01/16, 08/31/18, 09/01/16,,-1420,,Applicant,N,N
22-1K,t0009573,"3,385.71",5.00,% Monthly Rent,5.00,"6,517.42",, 09/01/16, 08/31/18, 09/01/16,,-1420,,Applicant,N,N
22-1K,t0009601,"3,385.71",5.00,% Monthly Rent,5.00,"6,517.42",, 09/01/16, 08/31/18, 09/01/16,,-1420,,Applicant,N,N
22-1K,t0009345,"3,385.71",5.00,% Monthly Rent,5.00,"6,517.42",, 09/01/16, 08/31/18, 09/01/16,,-1420,,Applicant,N,N
22-1K,t0009784,"2,152.57",5.00,% Owed-month,5.00,"6,517.42",0.00 , 09/30/16, 09/30/20, 09/30/16, 5/20/19,32,,Past,Y,N
22-1K,t0015678,"2,250.00",50.00,Flat Amount,5.00,"6,517.42","4,500.00 ", 07/01/19, 06/30/23, 07/01/19,,-1455,,Current,Y,Y
22-1L,t0009524,"1,499.00",5.00,% Monthly Rent,5.00,"5,578.46",0.00 , 08/29/16, 08/31/20, 08/29/16, 6/30/17,10,,Past,Y,N
22-1L,t0011926,"1,633.62",50.00,Flat Amount,5.00,"5,578.46","4,618.72 ", 11/29/17, 11/30/21, 11/29/17,,-1436,,Current,Y,Y
22-1M,t0007725,"1,665.00",50.00,Flat Amount,5.00,"5,283.82","1,399.00 ", 01/01/20, 12/31/21, 12/30/15, 1/31/20,50, 11/11/19,Past,N,N
22-1N,t0007009,"2,830.65",5.00,% Monthly Rent,5.00,"5,748.52",, 09/01/15, 08/31/16, 09/01/15,,-1408,,Applicant,N,N
22-1N,t0007242,"2,830.65",5.00,% Monthly Rent,5.00,"5,748.52",, 10/01/15, 09/30/17, 10/01/15,,-1409,,Applicant,N,N
22-1N,t0007329,"1,325.00",5.00,% Monthly Rent,5.00,"5,748.52","3,702.49 ", 10/29/15, 10/31/16, 10/29/15, 11/1/16,12,,Past,Y,N
22-1N,t0010469,"1,285.00",5.00,% Monthly Rent,5.00,"5,748.52","4,495.47 ", 03/01/18, 02/28/19, 02/28/17, 1/30/19,23, 01/26/18,Past,Y,N
22-1N,t0014840,"1,325.00",50.00,Flat Amount,5.00,"5,748.52","3,975.00 ", 03/01/19, 02/28/23, 03/01/19,,-1451,,Current,Y,Y
22-1P,t0007939,0.00,5.00,% Monthly Rent,5.00,"3,631.92",, 02/01/16, 01/31/18, 02/01/16,,-1413,,Applicant,N,N
22-1P,t0008104,0.00,5.00,% Monthly Rent,5.00,"3,631.92",, 03/01/16, 02/28/18, 03/01/16,,-1414,,Applicant,N,N
22-1P,t0008237,"1,299.00",5.00,% Monthly Rent,5.00,"3,631.92",0.00 , 03/29/16, 03/31/18, 03/29/16, 4/2/18,24,,Past,Y,N
22-1P,t0013047,"1,862.03",5.00,% Owed-month,5.00,"3,631.92","3,083.00 ", 05/01/19, 04/30/20, 04/14/18, 4/29/19,13, 01/07/19,Past,N,N
22-1P,t0015938,0.00,5.00,Flat Amount,5.00,"3,631.92",0.00 , 08/31/19, 08/31/21, 08/31/19,,-1457,,Applicant,N,N
22-1P,t0016273,"2,267.92",50.00,Flat Amount,5.00,"3,631.92","2,800.00 ", 11/26/19, 11/30/20, 11/26/19,,-1460,,Current,N,N
22-2B,t0012241,"3,991.39",5.00,% Monthly Rent,5.00,"5,017.25",, 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
22-2B,t0012173,"3,991.39",5.00,% Monthly Rent,5.00,"5,017.25",, 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
22-2B,t0012220,"1,543.97",5.00,% Owed-month,5.00,"5,017.25",0.00 , 01/29/18, 01/31/22, 01/29/18, 2/28/19,13,,Past,Y,N
22-2B,t0012265,0.00,5.00,% Monthly Rent,5.00,"5,017.25",, 01/31/18, 01/31/22, 01/31/18,,-1438,,Applicant,N,N
22-2B,t0015162,"3,991.39",5.00,% Monthly Rent,5.00,"5,017.25",0.00 , 05/01/19, 04/30/21, 05/01/19,,-1453,,Applicant,N,N
22-2B,t0015658,0.00,5.00,% Monthly Rent,5.00,"5,017.25",0.00 , 06/30/19, 06/30/21, 06/30/19,,-1455,,Applicant,N,N
22-2B,t0004721,0.00,5.00,% Owed-month,5.00,"5,017.25",, 11/14/19, 11/30/21, 01/31/20,,-1462,,Applicant,N,N
22-2D,t0016385,0.00,5.00,Flat Amount,5.00,"6,334.32",0.00 , 01/31/20, 01/31/22, 01/31/20,,-1462,,Applicant,N,N
22-2D,t0016397,0.00,5.00,Flat Amount,5.00,"6,334.32",0.00 , 01/31/20, 01/31/22, 01/31/20,,-1462,,Applicant,N,N
22-2E,t0008759,"2,869.05",5.00,% Monthly Rent,5.00,"6,414.78",, 06/01/16, 05/31/18, 06/01/16,,-1417,,Applicant,N,N
22-2E,t0008865,"2,869.05",5.00,% Monthly Rent,5.00,"6,414.78",, 06/01/16, 05/31/18, 06/01/16,,-1417,,Applicant,N,N
22-2E,t0008868,"2,869.05",5.00,% Monthly Rent,5.00,"6,414.78",, 06/01/16, 05/31/18, 06/01/16,,-1417,,Applicant,N,N
22-2E,t0009049,"1,800.00",5.00,% Monthly Rent,5.00,"6,414.78",0.00 , 06/25/16, 06/30/17, 06/25/16, 4/28/17,10,,Past,Y,N
22-2E,t0008933,"2,869.05",5.00,% Monthly Rent,5.00,"6,414.78",, 07/01/16, 06/30/18, 07/01/16,,-1418,,Applicant,N,N
22-2E,t0008979,"2,869.05",5.00,% Monthly Rent,5.00,"6,414.78",, 07/01/16, 06/30/18, 07/01/16,,-1418,,Applicant,N,N
22-2E,t0011361,"1,675.00",50.00,Flat Amount,5.00,"6,414.78","3,063.90 ", 09/01/19, 08/31/20, 08/30/17,,-1433, 09/16/19,Current,N,N
22-2F,t0010670,"2,462.75",50.00,Flat Amount,5.00,"8,648.92","5,599.00 ", 04/01/17, 03/31/21, 04/01/17,,-1428,,Current,Y,Y
22-2G,t0006929,0.00,5.00,% Monthly Rent,5.00,"5,101.32",, 08/01/15, 07/31/17, 08/01/15,,-1407,,Applicant,N,N
22-2G,t0010321,0.00,5.00,% Monthly Rent,5.00,"5,101.32",, 02/01/17, 01/31/18, 02/01/17,,-1426,,Applicant,N,N
22-2G,t0010719,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 05/01/17, 04/30/19, 05/01/17,,-1429,,Applicant,N,N
22-2G,t0010961,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 06/01/17, 05/31/19, 06/01/17,,-1430,,Applicant,N,N
22-2G,t0010986,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 07/01/17, 06/30/19, 07/01/17,,-1431,,Applicant,N,N
22-2G,t0011001,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 07/01/17, 06/30/19, 07/01/17,,-1431,,Applicant,N,N
22-2G,t0011141,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 07/01/17, 06/30/19, 07/01/17,,-1431,,Applicant,N,N
22-2G,t0010925,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 07/01/17, 06/30/19, 07/01/17,,-1431,,Applicant,N,N
22-2G,t0011187,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 08/01/17, 07/31/19, 08/01/17,,-1432,,Applicant,N,N
22-2G,t0011230,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 08/01/17, 07/31/19, 08/01/17,,-1432,,Applicant,N,N
22-2G,t0011273,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 08/01/17, 07/31/19, 08/01/17,,-1432,,Applicant,N,N
22-2G,t0011420,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 09/01/17, 08/31/18, 09/01/17,,-1433,,Applicant,N,N
22-2G,t0011476,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 09/01/17, 08/31/18, 09/01/17,,-1433,,Applicant,N,N
22-2G,t0011529,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 10/01/17, 09/30/18, 10/01/17,,-1434,,Applicant,N,N
22-2G,t0011765,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",, 10/01/17, 09/30/18, 10/01/17,,-1434,,Applicant,N,N
22-2G,t0011720,"1,499.00",5.00,% Monthly Rent,5.00,"5,101.32","4,497.00 ", 11/01/17, 10/31/21, 11/01/17, 7/17/18,9,,Past,N,N
22-2G,t0014130,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",0.00 , 10/01/18, 09/30/20, 10/01/18,,-1446,,Applicant,N,N
22-2G,t0014356,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",0.00 , 11/01/18, 10/31/20, 11/01/18,,-1447,,Applicant,N,N
22-2G,t0015079,"1,825.00",50.00,Flat Amount,5.00,"5,101.32","6,274.50 ", 04/26/19, 04/30/23, 04/26/19,,-1453,,Current,Y,Y
22-2G,t0015147,"2,723.68",5.00,% Monthly Rent,5.00,"5,101.32",0.00 , 05/01/19, 04/30/21, 05/01/19,,-1453,,Applicant,N,N
22-2J,t0006574,"4,357.15",5.00,% Monthly Rent,5.00,"5,560.16",, 06/01/15, 05/31/17, 06/01/15,,-1405,,Applicant,N,N
22-2J,t0006584,"4,357.15",5.00,% Monthly Rent,5.00,"5,560.16",, 06/01/15, 05/31/17, 06/01/15,,-1405,,Applicant,N,N
22-2J,t0006660,"4,357.15",5.00,% Monthly Rent,5.00,"5,560.16",, 07/01/15, 06/30/17, 07/01/15,,-1406,,Applicant,N,N
22-2J,t0006579,"4,357.15",5.00,% Monthly Rent,5.00,"5,560.16",, 07/01/15, 06/30/17, 07/01/15,,-1406,,Applicant,N,N
22-2J,t0006607,"1,599.00",50.00,Flat Amount,5.00,"5,560.16","5,694.05 ", 07/01/18, 06/30/20, 06/20/15,,-1406, 06/25/18,Current,Y,Y
22-2K,t0009812,"3,365.94",5.00,% Monthly Rent,5.00,"4,846.96",, 10/01/16, 09/30/18, 10/01/16,,-1421,,Applicant,N,N
22-2K,t0009897,"2,100.20",50.00,Flat Amount,5.00,"4,846.96","1,999.00 ", 10/24/16, 10/31/20, 10/24/16,,-1422,,Current,Y,Y
22-2K,t0009930,"3,365.94",5.00,% Monthly Rent,5.00,"4,846.96",, 11/01/16, 10/31/18, 11/01/16,,-1423,,Applicant,N,N
22-2L,t0008670,"1,575.00",50.00,Flat Amount,5.00,"5,393.91","4,317.00 ", 05/01/19, 04/30/21, 04/30/16,,-1416, 04/29/19,Current,Y,Y
22-2M,t0012152,"1,585.00",50.00,Flat Amount,5.00,"2,839.35",0.00 , 12/19/17, 12/31/19, 12/19/17, 12/30/19,25,,Past,Y,N
22-2M,t0012111,0.00,5.00,% Monthly Rent,5.00,"2,839.35",, 01/01/18, 12/31/19, 01/01/18,,-1437,,Applicant,N,N
22-2N,t0007196,"1,262.50",50.00,Flat Amount,5.00,"2,200.44","2,200.44 ", 10/01/19, 09/30/20, 09/09/15,,-1409, 09/16/19,Current,N,Y
22-2P,t0006646,0.00,5.00,% Monthly Rent,5.00,"6,342.92","(1,119.37)", 06/01/15, 05/31/19, 06/01/15, 2/5/16,8,,Past,N,N
22-2P,t0008405,0.00,5.00,% Monthly Rent,5.00,"6,342.92",, 04/01/16, 03/31/18, 04/01/16,,-1415,,Applicant,N,N
22-2P,t0008434,"1,355.00",50.00,Flat Amount,5.00,"6,342.92","3,682.35 ", 04/01/19, 03/31/21, 03/30/16,,-1415, 03/15/19,Current,Y,Y
22-3B,t0007924,"2,434.65",5.00,% Monthly Rent,5.00,"5,072.44",, 02/01/16, 01/31/18, 02/01/16,,-1413,,Applicant,N,N
22-3B,t0008023,"2,434.65",5.00,% Monthly Rent,5.00,"5,072.44",, 03/01/16, 02/28/18, 03/01/16,,-1414,,Applicant,N,N
22-3B,t0008128,"2,434.65",5.00,% Monthly Rent,5.00,"5,072.44",, 03/01/16, 02/28/18, 03/01/16,,-1414,,Applicant,N,N
22-3B,t0008251,0.00,5.00,% Monthly Rent,5.00,"5,072.44",, 03/31/16, 03/31/18, 03/31/16,,-1415,,Applicant,N,N
22-3B,t0008009,"1,650.00",5.00,% Owed-month,5.00,"5,072.44","1,468.95 ", 04/01/18, 03/31/19, 03/16/16, 3/28/19,37, 04/03/18,Past,N,N
22-3B,t0015032,"1,775.00",5.00,% Monthly Rent,5.00,"5,072.44","5,072.44 ", 04/25/19, 04/30/23, 04/25/19,,-1453,,Current,Y,Y
22-3C,t0006158,"2,356.08",5.00,% Monthly Rent,5.00,"4,305.12",, 04/01/15, 03/31/17, 04/01/15,,-1403,,Applicant,N,N
22-3C,t0006236,"2,356.08",5.00,% Monthly Rent,5.00,"4,305.12",, 04/01/15, 03/31/17, 04/01/15,,-1403,,Applicant,N,N
22-3C,t0006323,"1,658.90",5.00,% Monthly Rent,5.00,"4,305.12",0.00 , 04/27/15, 04/30/19, 04/27/15, 8/31/17,29,,Past,N,N
22-3C,t0011993,"2,356.08",5.00,% Monthly Rent,5.00,"4,305.12",, 12/01/17, 11/30/19, 12/01/17,,-1436,,Canceled,N,N
22-3C,t0012102,"1,696.38",50.00,Flat Amount,5.00,"4,305.12","4,305.12 ", 12/30/17, 12/31/21, 12/30/17,,-1437,,Current,Y,Y
22-3C,t0012124,"2,356.08",5.00,% Monthly Rent,5.00,"4,305.12",, 12/31/17, 12/31/18, 12/31/17,,-1437,,Applicant,N,N
